Name,OVR,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Preferred foot,Height,Weight,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Ludwig Vraa-Jensen,53,60,61,23,21,39,24,24,39,26,31,25,45,41,26,26,46,53,52,29,45,49,55,50,55,54,64,54,66,53,Defensor,4,Right,187,80,0,0,0,0.0,0.0
Gabe Wadsworth,53,72,71,49,43,50,43,36,37,53,39,47,56,52,32,52,71,73,52,54,50,39,41,36,46,42,57,71,65,62,Mediocampista,3,Right,180,70,0,0,0,0.0,0.0
Wang Jinshuai,53,25,23,13,10,36,8,9,16,29,20,12,16,16,13,12,36,34,45,16,32,14,15,13,16,12,41,29,45,23,Arquero,3,Right,188,80,58,54,48,53.0,49.0
Deniz Zeitler,53,67,72,41,41,52,43,42,39,44,54,44,58,48,35,45,56,71,41,58,50,31,32,21,36,33,39,52,49,38,Mediocampista,4,Right,180,65,0,0,0,0.0,0.0
Emmanuel Agyemang,52,61,61,40,41,57,40,39,53,49,50,40,51,55,50,61,52,65,49,59,52,25,36,33,30,42,45,49,55,44,Mediocampista,3,Right,180,75,0,0,0,0.0,0.0
Filip Åkesson Linderoth,52,70,60,45,23,42,25,25,32,39,48,35,41,40,39,40,68,65,49,48,44,46,42,46,49,46,53,60,61,44,Defensor,3,Right,184,80,0,0,0,0.0,0.0
Meshal Al Alaeli,52,82,81,46,30,28,23,27,35,42,42,30,37,30,39,48,75,76,46,44,41,44,44,45,45,48,46,64,41,50,Defensor,3,Left,176,65,0,0,0,0.0,0.0
Nasser Al Bishi,52,61,72,40,43,47,32,39,44,53,41,36,60,55,49,53,55,81,53,54,51,24,33,40,34,36,44,33,55,35,Mediocampista,3,Right,175,69,0,0,0,0.0,0.0
Mohammed Al Dawsari,52,30,28,7,7,40,5,9,18,22,14,14,29,20,13,11,24,48,49,15,21,6,12,7,12,10,47,18,44,28,Arquero,3,Right,179,69,50,51,53,50.0,54.0
Rakan Al Dawsari,52,64,70,53,56,49,40,40,57,35,31,27,40,28,35,47,58,69,46,46,40,10,49,13,14,17,59,52,68,50,Delantero,3,Right,175,76,0,0,0,0.0,0.0
Rakan Al Najjar,52,26,38,16,17,37,18,18,20,53,23,20,38,27,21,19,43,49,48,27,39,22,22,15,22,24,56,30,67,33,Arquero,3,Right,189,82,55,53,49,47.0,53.0
Rayan Al Qahtani,52,70,71,47,51,51,43,43,52,49,47,33,54,51,46,50,61,78,35,55,46,17,39,30,22,27,37,55,43,26,Delantero,3,Left,174,65,0,0,0,0.0,0.0
Wilmer Andersson,52,58,53,53,46,53,45,35,43,50,39,34,54,53,30,51,55,65,53,53,41,41,49,32,45,46,51,59,55,55,Mediocampista,3,Right,180,75,0,0,0,0.0,0.0
Wahengbam Angousana,52,54,58,41,37,38,39,33,29,52,40,30,54,52,37,50,64,71,50,54,45,53,43,45,46,45,46,80,46,56,Mediocampista,2,Right,170,63,0,0,0,0.0,0.0
Rhys Bartley,52,63,63,52,43,52,46,37,44,51,43,45,56,52,45,54,60,57,51,55,56,53,50,50,52,50,56,49,57,59,Mediocampista,2,Right,183,80,0,0,0,0.0,0.0
Mads Bomholt,52,64,60,47,37,51,39,35,39,46,42,36,58,52,39,45,52,65,56,59,44,49,46,50,46,44,45,64,47,58,Mediocampista,3,Right,174,67,0,0,0,0.0,0.0
Andy Breuer,52,65,65,47,42,45,34,47,45,58,39,40,54,53,50,56,82,85,58,59,55,28,47,39,50,45,39,52,36,43,Mediocampista,4,Right,172,64,0,0,0,0.0,0.0
Jaxon Brown,52,68,66,39,26,44,38,24,36,49,38,37,53,50,40,43,67,71,47,49,42,49,43,46,52,48,53,65,63,47,Mediocampista,3,Right,178,74,0,0,0,0.0,0.0
Fin Cartwright,52,64,68,44,40,52,44,39,43,52,45,46,54,52,44,51,70,67,49,53,48,42,47,39,45,41,56,66,60,59,Mediocampista,3,Right,185,80,0,0,0,0.0,0.0
Owen Cochrane,52,66,69,42,23,31,27,27,37,36,43,29,45,39,36,46,64,61,47,42,50,49,45,51,49,48,59,55,68,53,Defensor,2,Right,180,79,0,0,0,0.0,0.0
Raoul Cristea,52,61,58,52,53,56,49,47,50,45,37,29,44,37,42,51,55,66,46,50,43,13,48,14,16,15,52,56,55,33,Delantero,3,Right,178,75,0,0,0,0.0,0.0
Aaren D'Silva,52,48,44,48,58,56,52,38,52,43,32,40,44,34,39,54,56,54,49,52,43,15,48,12,16,11,57,34,74,53,Delantero,3,Right,185,80,0,0,0,0.0,0.0
Riccardo Di Trolio,52,66,60,29,17,40,26,26,34,26,24,26,32,29,24,31,45,53,47,28,43,53,61,51,59,54,61,55,54,43,Defensor,3,Right,186,70,0,0,0,0.0,0.0
Cristóbal Dorador,52,23,23,5,9,36,5,8,18,30,14,10,15,22,12,5,39,31,45,13,21,9,11,7,13,13,43,16,51,28,Arquero,2,Right,186,78,58,53,48,41.0,58.0
Emin Durakovic,52,66,60,49,47,55,54,42,43,49,41,42,54,55,41,50,71,63,47,51,46,42,34,38,44,39,31,53,35,47,Mediocampista,2,Left,175,68,0,0,0,0.0,0.0
Hugo Fagerberg,52,42,45,15,20,41,16,14,30,40,22,14,38,35,14,20,44,35,45,23,36,18,20,20,16,14,48,30,48,28,Arquero,2,Left,186,76,53,51,55,50.0,52.0
Danish Farooq Bhat,52,63,60,52,56,50,53,40,52,51,52,44,56,53,40,55,63,56,49,56,48,35,59,34,41,32,67,59,69,42,Mediocampista,3,Right,185,75,0,0,0,0.0,0.0
Alex Ferguson,52,64,68,52,45,58,41,42,48,50,35,40,56,55,38,52,71,61,50,54,45,42,53,46,47,50,49,62,45,55,Mediocampista,3,Right,175,70,0,0,0,0.0,0.0
CJ Fodrey,52,73,71,46,55,62,42,41,51,38,35,20,35,33,39,45,63,66,46,44,50,14,51,12,14,14,71,51,73,40,Delantero,3,Left,188,73,0,0,0,0.0,0.0
Isaiah Foster,52,57,65,48,29,31,28,30,37,39,44,38,35,31,33,45,63,62,50,47,40,48,40,44,56,52,49,60,65,57,Defensor,2,Left,180,78,0,0,0,0.0,0.0
Gang Min Seong,52,59,64,58,44,45,35,36,30,45,49,32,36,32,35,62,62,56,54,53,43,25,30,22,18,17,36,41,49,35,Delantero,5,Right,180,73,0,0,0,0.0,0.0
Matteo Godfroid,52,22,18,4,4,39,8,5,13,27,14,9,24,22,13,8,35,40,48,12,26,11,11,9,11,14,51,20,65,22,Arquero,3,Right,190,77,48,50,52,55.0,52.0
Almar Gjerd Grindhaug,52,58,59,50,42,49,40,40,42,50,46,43,57,53,44,56,64,67,51,55,49,47,41,48,49,46,46,54,58,55,Mediocampista,3,Right,180,75,0,0,0,0.0,0.0
Liam Hall,52,29,31,4,7,37,6,7,11,23,12,9,23,22,13,9,22,21,34,11,19,10,9,6,11,13,35,16,42,18,Arquero,2,Right,191,76,55,51,49,48.0,57.0
Huang Zhouxin,52,28,23,11,9,41,8,9,12,20,11,13,29,14,11,12,26,33,46,13,22,12,15,19,13,12,52,22,60,25,Arquero,3,Right,189,81,50,55,54,52.0,49.0
Ed James,52,57,53,26,18,40,20,26,31,31,22,21,38,33,23,24,48,57,42,31,40,47,52,50,56,52,60,53,68,57,Defensor,3,Right,185,80,0,0,0,0.0,0.0
Will Johnson,52,63,60,25,19,34,21,23,32,26,30,27,37,31,33,28,63,60,49,31,37,51,48,53,51,52,69,65,70,55,Defensor,2,Right,183,75,0,0,0,0.0,0.0
Jung Yoon Seo,52,40,38,28,19,32,15,28,22,38,23,29,49,46,26,26,37,40,49,31,43,45,54,50,53,50,62,35,80,42,Defensor,3,Right,193,83,0,0,0,0.0,0.0
Johan Kenneryd,52,58,58,27,19,39,21,29,31,28,29,26,45,38,30,40,35,32,42,45,45,48,52,52,53,52,64,32,72,44,Defensor,2,Right,195,82,0,0,0,0.0,0.0
Eoin Kenny,52,60,59,56,54,53,48,46,50,54,45,41,48,37,45,58,54,47,48,52,53,28,44,35,35,33,33,33,37,40,Delantero,2,Right,178,70,0,0,0,0.0,0.0
Patrik Kis,52,23,27,8,7,38,8,9,10,30,11,12,19,18,13,12,26,32,40,14,34,10,12,7,11,10,47,21,57,21,Arquero,3,Right,187,80,55,52,50,50.0,54.0
Daniel Lalhlimpuia,52,59,57,53,49,53,48,48,55,47,41,30,46,36,37,53,56,51,51,53,46,18,49,26,17,13,58,35,70,45,Delantero,3,Right,177,70,0,0,0,0.0,0.0
Freddy Lallawmawma,52,49,61,39,35,46,43,42,39,42,37,42,52,50,42,48,58,75,52,50,39,45,49,44,52,52,48,75,58,59,Mediocampista,3,Right,171,67,0,0,0,0.0,0.0
Alex Lankshear,52,67,54,40,28,27,28,27,31,37,47,28,32,26,30,54,51,72,49,39,32,53,40,47,51,53,41,61,47,54,Defensor,3,Left,177,71,0,0,0,0.0,0.0
Mihăiță Lemnaru,52,61,63,48,31,48,36,30,31,51,41,36,56,54,38,53,61,64,50,56,47,49,40,47,48,44,46,57,55,51,Mediocampista,3,Right,178,75,0,0,0,0.0,0.0
Gallagher Lennon,52,63,62,57,31,55,32,37,44,46,40,38,62,56,39,47,52,85,50,50,43,42,46,43,45,50,45,63,46,56,Mediocampista,3,Right,168,70,0,0,0,0.0,0.0
Khaimin Lhungdim,52,68,55,46,45,52,40,39,46,45,51,43,47,46,44,52,58,39,48,53,34,46,41,42,52,48,52,55,60,53,Defensor,3,Right,173,69,0,0,0,0.0,0.0
Benjamin Martino,52,29,20,7,8,43,9,7,16,31,10,10,17,21,12,9,27,21,41,14,37,8,10,7,12,10,54,26,69,16,Arquero,2,Right,198,88,58,58,57,45.0,45.0
Theo Mawene,52,64,70,48,39,42,40,35,39,54,41,33,52,50,43,51,68,65,52,54,50,52,46,50,53,51,56,63,60,47,Mediocampista,3,Right,183,74,0,0,0,0.0,0.0
Christian McFarlane,52,70,65,47,21,29,22,31,35,38,46,27,31,27,33,55,50,67,46,42,38,55,42,41,45,52,38,66,44,49,Defensor,3,Left,183,63,0,0,0,0.0,0.0
Harry McHugh,52,72,74,50,42,47,45,36,49,55,51,50,57,54,42,53,72,68,52,54,54,36,38,44,40,40,43,53,45,45,Mediocampista,3,Left,179,75,0,0,0,0.0,0.0
Sebastián Mella,52,21,26,6,8,35,8,6,16,30,12,12,15,24,11,10,26,46,41,17,38,14,12,5,11,14,49,23,60,22,Arquero,1,Right,185,85,57,50,46,50.0,54.0
Mijit Mewlan,52,73,66,43,56,55,41,37,61,45,32,34,44,31,31,55,60,69,49,56,40,12,41,11,13,19,50,57,54,34,Delantero,2,Right,184,65,0,0,0,0.0,0.0
Rylee Mitchell,52,28,16,8,8,41,5,5,18,30,10,12,24,23,10,9,34,53,35,18,39,12,11,8,14,11,45,20,54,17,Arquero,3,Right,193,82,53,51,55,50.0,59.0
Manoj Mohammad,52,63,59,43,29,33,28,26,32,37,37,27,41,37,38,48,63,55,53,44,39,45,40,48,52,52,52,70,67,56,Defensor,3,Left,180,76,0,0,0,0.0,0.0
Ankit Mukherjee,52,67,73,42,27,45,39,32,32,37,40,34,39,38,40,37,66,64,48,42,36,46,44,44,51,49,53,60,62,67,Defensor,3,Right,176,63,0,0,0,0.0,0.0
Ville Nilsson,52,50,58,55,51,51,52,43,61,40,25,32,48,46,38,50,59,61,52,53,44,13,47,10,11,14,49,60,58,36,Delantero,3,Right,182,76,0,0,0,0.0,0.0
Donay O'Brien-Brady,52,71,78,48,47,47,46,43,40,49,47,46,50,44,49,55,71,68,50,53,50,27,35,30,30,33,43,52,48,40,Mediocampista,2,Left,175,66,0,0,0,0.0,0.0
Lewis O'Donnell,52,61,63,38,39,49,38,36,42,47,42,38,59,58,43,52,62,69,54,57,44,49,51,44,52,58,48,47,48,60,Mediocampista,4,Right,178,70,0,0,0,0.0,0.0
Harald Postl,52,33,25,5,7,34,9,8,10,37,14,14,22,23,13,6,21,42,42,16,33,9,12,6,12,10,50,17,57,21,Arquero,2,Right,185,75,59,52,45,47.0,52.0
Adam Queally,52,54,51,38,34,41,32,38,35,39,34,38,43,42,39,34,53,60,53,41,44,53,45,54,53,51,55,52,70,43,Defensor,3,Right,183,77,0,0,0,0.0,0.0
Kevin Radulovic,52,24,22,8,6,44,9,6,16,33,12,10,17,22,14,5,28,47,30,11,25,8,13,9,13,10,34,17,41,23,Arquero,2,Right,180,74,55,53,59,50.0,54.0
Paul Ramfangzauva,52,44,54,33,26,49,37,35,38,51,43,49,50,45,43,49,60,59,48,49,39,49,44,48,47,46,59,68,71,68,Mediocampista,3,Right,174,75,0,0,0,0.0,0.0
Gottfrid Rapp,52,71,74,52,44,45,40,44,44,41,44,39,48,39,48,51,73,57,52,50,49,40,32,38,42,32,42,50,47,57,Delantero,3,Right,182,78,0,0,0,0.0,0.0
Lalliansanga Renthlei,52,60,61,38,22,42,34,32,38,42,43,32,54,53,36,42,53,59,50,41,45,44,49,43,48,46,61,76,71,66,Mediocampista,3,Right,183,78,0,0,0,0.0,0.0
Ryan Schewe,52,22,33,5,9,43,8,5,18,32,13,13,23,24,11,11,21,21,43,10,30,11,10,7,13,12,51,26,66,28,Arquero,2,Right,193,88,54,50,57,48.0,55.0
Tarik Scott,52,73,73,48,44,49,38,39,47,44,45,35,49,42,40,51,73,66,40,53,43,28,39,33,38,33,40,49,44,39,Mediocampista,3,Right,178,64,0,0,0,0.0,0.0
Gabriel Segal,52,61,48,51,58,54,46,42,59,40,27,30,48,40,39,46,57,64,52,48,44,11,52,14,15,19,59,58,61,32,Delantero,3,Right,178,73,0,0,0,0.0,0.0
Seo Ju Hwan,52,23,28,8,6,41,8,8,11,48,10,11,21,29,13,11,35,29,40,13,23,9,13,6,13,13,50,26,61,17,Arquero,3,Right,190,79,50,52,55,52.0,54.0
Mario Sfaiț,52,69,65,49,48,58,49,45,42,50,47,37,51,45,42,53,64,69,46,51,45,26,40,18,23,19,45,50,52,38,Delantero,3,Right,177,75,0,0,0,0.0,0.0
Ricky John Shabong,52,34,54,44,35,45,29,32,36,38,36,34,49,47,38,47,52,67,48,48,38,49,43,47,51,51,42,73,64,60,Mediocampista,3,Right,169,65,0,0,0,0.0,0.0
Arsh Shaikh,52,20,18,6,8,39,7,8,19,31,13,13,24,19,12,10,26,44,45,13,23,6,10,8,14,13,40,19,34,24,Arquero,3,Right,186,74,53,52,52,51.0,50.0
Sin Il Yeon,52,69,58,40,21,30,26,22,31,36,42,32,29,30,32,51,60,79,48,30,35,53,43,45,57,55,37,62,41,46,Defensor,3,Right,175,65,0,0,0,0.0,0.0
Tondonba Singh,52,66,62,37,33,49,31,25,29,33,41,32,39,36,39,43,67,72,54,47,41,48,41,43,50,44,48,70,56,58,Defensor,3,Left,169,67,0,0,0,0.0,0.0
Harrison Smith,52,66,69,53,50,53,46,44,56,44,29,26,41,27,30,40,54,65,45,49,45,24,56,19,18,17,67,58,69,52,Delantero,2,Right,189,91,0,0,0,0.0,0.0
Son Seung Beom,52,65,66,52,42,55,39,47,48,50,49,42,50,42,45,53,64,68,42,48,49,25,34,22,25,24,49,62,61,54,Mediocampista,3,Right,180,66,0,0,0,0.0,0.0
Song Yue,52,67,64,48,33,49,34,35,36,44,44,33,56,56,37,46,60,55,44,43,35,45,47,50,48,45,66,60,77,60,Defensor,2,Right,185,84,0,0,0,0.0,0.0
Simon Spari,52,20,29,7,8,39,5,7,13,35,10,12,25,19,11,5,34,26,46,12,27,12,11,6,10,10,50,24,63,18,Arquero,3,Right,196,79,51,47,52,53.0,54.0
Raul Stanciu,52,50,60,53,55,53,50,38,54,41,29,35,44,35,37,56,59,54,50,54,45,21,53,15,18,12,40,46,44,30,Delantero,2,Left,184,75,0,0,0,0.0,0.0
Arion Sulemani,52,65,70,51,54,56,45,48,49,38,35,39,42,30,40,45,66,65,48,44,48,34,47,27,35,31,58,53,65,49,Delantero,3,Right,175,75,0,0,0,0.0,0.0
Nicolás Sumavil,52,31,19,4,8,47,5,5,12,25,13,14,27,16,10,12,31,43,33,12,26,9,12,6,11,12,49,21,55,16,Arquero,2,Right,183,72,47,53,62,52.0,57.0
Sung Yoon Soo,52,18,16,9,7,39,9,8,15,31,13,13,23,20,12,9,38,35,48,13,38,13,16,10,14,15,42,29,50,27,Arquero,2,Right,187,88,51,53,52,46.0,57.0
Ethan Sutcliffe,52,62,65,22,17,32,23,26,36,32,29,18,49,46,20,32,56,57,46,29,40,52,48,50,54,49,62,58,73,42,Defensor,3,Right,187,82,0,0,0,0.0,0.0
Amidou Traore,52,59,64,50,40,53,46,36,41,52,41,40,56,53,42,53,59,61,53,52,49,49,50,51,52,50,55,54,58,51,Mediocampista,3,Right,183,74,0,0,0,0.0,0.0
Callum Tripp,52,65,72,43,39,45,36,37,34,50,40,36,56,51,41,50,68,59,55,54,51,47,46,46,50,44,59,63,69,53,Mediocampista,3,Right,193,79,0,0,0,0.0,0.0
Morgan Williams,52,66,68,52,44,54,45,40,36,48,42,38,57,52,32,52,64,59,49,52,46,44,44,44,51,45,52,62,61,55,Mediocampista,3,Right,183,74,0,0,0,0.0,0.0
Ewan Wilson,52,66,66,50,27,30,24,30,35,34,44,29,40,25,31,56,53,62,51,36,33,52,38,46,53,48,52,56,64,50,Defensor,3,Left,179,80,0,0,0,0.0,0.0
Zhao Shi,52,25,32,15,20,36,12,20,22,29,17,13,27,17,16,19,36,61,49,18,27,18,20,28,12,17,37,27,42,21,Arquero,3,Right,187,73,59,51,48,44.0,54.0
Zheng Xuejian,52,64,60,46,37,42,39,38,52,46,54,55,56,50,39,54,59,55,48,58,43,53,48,52,54,52,62,59,71,56,Mediocampista,2,Right,185,80,0,0,0,0.0,0.0
Abdullah Abdo,51,42,40,4,10,36,8,6,17,36,11,12,26,24,10,9,34,38,43,13,27,14,13,5,14,11,56,21,60,19,Arquero,3,Right,189,87,52,51,48,52.0,51.0
Bernd Aineter,51,18,18,5,8,34,9,7,14,39,10,13,16,20,13,9,33,46,42,10,25,11,10,6,12,13,32,18,42,22,Arquero,2,Right,185,75,59,53,45,46.0,49.0
Forster Ajago,51,59,56,46,53,55,45,51,47,40,32,25,37,35,34,44,54,58,46,44,48,18,63,19,15,13,66,52,63,29,Delantero,4,Left,188,81,0,0,0,0.0,0.0
Belal Al Doaa,51,37,37,4,5,41,9,5,12,26,12,14,25,28,12,14,48,47,38,15,27,7,11,8,14,10,46,28,50,21,Arquero,3,Right,184,71,56,50,54,41.0,56.0
Abdulrahman Al Hamyani,51,64,64,52,35,45,39,31,40,47,43,35,53,49,36,53,57,77,51,52,45,42,41,41,43,38,35,40,42,54,Mediocampista,3,Left,176,64,0,0,0,0.0,0.0
Sultan Al Harbi,51,76,62,37,34,39,29,30,50,35,31,39,48,40,31,43,66,58,50,41,50,50,46,50,49,49,73,58,60,58,Defensor,3,Right,180,75,0,0,0,0.0,0.0
Freddie Allen,51,69,68,48,23,24,29,24,39,30,41,28,38,27,28,44,67,66,49,35,34,47,40,45,46,51,40,62,45,55,Defensor,3,Left,174,72,0,0,0,0.0,0.0
Godwill Ambrose,51,64,67,23,23,37,25,22,35,32,31,29,40,32,24,36,42,68,45,40,45,47,51,50,56,51,57,54,58,47,Defensor,3,Right,180,70,0,0,0,0.0,0.0
Drew Baiera,51,69,59,44,28,28,25,21,34,38,41,26,30,23,33,52,59,79,52,37,32,50,44,43,51,52,36,62,38,53,Defensor,2,Right,175,63,0,0,0,0.0,0.0
Ayush Chhikara,51,63,64,54,52,47,48,39,48,49,32,32,38,31,30,51,66,64,43,50,44,13,49,16,18,18,59,50,68,41,Delantero,4,Left,172,70,0,0,0,0.0,0.0
Cho Min Kyu,51,16,25,13,9,37,7,8,15,35,13,12,22,19,11,11,33,28,34,10,22,11,13,12,15,13,45,26,56,21,Arquero,2,Right,193,84,56,50,49,48.0,53.0
Choi Hyun Woung,51,50,56,26,20,33,23,26,31,33,29,30,38,32,25,26,45,48,44,33,43,45,52,51,52,46,61,36,74,48,Defensor,3,Right,188,76,0,0,0,0.0,0.0
Joe Collins,51,19,20,7,9,43,5,6,12,37,10,12,29,26,13,5,38,58,35,15,24,10,12,5,12,13,42,19,52,16,Arquero,3,Right,183,74,51,50,57,46.0,59.0
Shea Connor,51,18,25,5,9,36,6,7,12,33,14,13,22,18,13,8,34,48,43,18,22,9,12,10,14,13,41,18,51,29,Arquero,3,Right,182,74,56,54,48,43.0,49.0
Harry Dean,51,56,59,29,22,32,18,27,29,28,25,21,34,28,25,23,52,54,41,29,42,50,54,51,55,52,57,48,60,49,Defensor,3,Right,184,77,0,0,0,0.0,0.0
Ayman Fallatah,51,55,54,40,28,41,33,27,41,43,41,37,52,48,32,45,56,64,52,51,42,51,46,48,52,47,53,39,62,56,Mediocampista,3,Right,190,78,0,0,0,0.0,0.0
Evan Haddock,51,51,49,19,19,30,18,20,24,25,26,23,40,24,20,27,49,53,40,33,35,47,54,50,51,49,58,51,69,51,Defensor,2,Right,190,72,0,0,0,0.0,0.0
Adam Hayton,51,33,31,7,9,42,8,7,15,28,10,12,27,28,12,8,31,39,44,13,33,6,14,5,12,11,54,28,62,19,Arquero,2,Right,188,78,51,50,56,46.0,54.0
David Hicks,51,57,60,49,46,40,36,33,40,49,42,35,56,50,38,50,58,69,52,52,48,47,39,44,46,44,32,54,44,50,Mediocampista,2,Right,178,62,0,0,0,0.0,0.0
Jeon Sung Jin,51,73,60,53,23,50,34,39,35,46,51,40,57,52,48,55,68,63,47,55,40,44,31,39,41,42,53,66,60,55,Defensor,3,Left,178,72,0,0,0,0.0,0.0
Jeong Seung Bae,51,72,68,41,51,60,48,48,52,42,49,39,44,39,46,54,60,76,33,53,45,22,34,18,30,22,42,41,45,29,Delantero,3,Right,172,70,0,0,0,0.0,0.0
Jo Jun Hyeon,51,56,60,53,39,51,38,38,40,49,32,39,56,52,32,53,58,57,53,47,41,39,43,38,42,39,49,54,62,46,Mediocampista,3,Right,184,79,0,0,0,0.0,0.0
Wataru Kamijo,51,68,65,42,41,39,35,35,42,46,32,36,57,56,38,40,75,79,56,56,50,41,38,43,54,52,32,30,34,56,Mediocampista,3,Right,178,65,0,0,0,0.0,0.0
Kang Young Suk,51,53,56,40,26,44,33,30,32,49,40,31,51,50,32,45,63,78,51,46,43,50,38,48,53,46,35,56,48,56,Mediocampista,3,Right,172,68,0,0,0,0.0,0.0
Bego Kujrakovic,51,65,64,28,31,46,33,32,44,50,43,40,56,51,38,47,66,67,34,52,34,45,50,47,56,54,57,34,57,60,Mediocampista,3,Left,180,70,0,0,0,0.0,0.0
Niraj Kumar,51,26,34,7,7,37,7,6,13,24,14,14,25,18,14,13,37,43,49,15,30,10,10,6,11,14,44,17,43,20,Arquero,3,Right,182,72,51,49,49,50.0,50.0
Prateek Kumar,51,32,29,5,6,38,5,9,16,39,12,10,23,15,13,7,27,57,42,13,29,9,15,8,14,12,46,28,50,26,Arquero,4,Right,188,80,50,52,50,53.0,51.0
Lee Hyun Yong,51,48,52,26,19,36,22,29,36,37,23,27,33,25,26,30,43,48,45,32,42,51,52,50,50,48,57,38,70,53,Defensor,3,Right,188,80,0,0,0,0.0,0.0
Lee Yun Geon,51,62,70,51,33,52,31,37,42,41,41,36,54,51,40,49,58,69,53,41,39,49,47,50,45,46,53,64,57,51,Mediocampista,3,Right,178,72,0,0,0,0.0,0.0
Lee Woo Yeon,51,43,45,23,26,35,29,29,30,35,29,24,45,40,30,32,42,50,42,33,40,50,53,51,52,50,55,41,70,46,Defensor,3,Right,188,83,0,0,0,0.0,0.0
Abdullah Masoud,51,62,65,34,30,39,35,24,36,40,42,31,46,44,28,38,44,78,44,42,37,50,48,52,51,50,67,50,65,46,Defensor,3,Right,175,66,0,0,0,0.0,0.0
Naorem Nongdamba,51,65,72,46,48,50,44,40,44,44,46,38,46,44,53,50,64,68,38,50,41,30,41,25,34,34,51,53,61,48,Mediocampista,4,Right,171,68,0,0,0,0.0,0.0
Felix Oberwaditzer,51,58,58,26,29,36,29,27,39,28,27,31,37,40,30,27,48,55,50,30,39,48,53,52,56,56,52,59,54,45,Defensor,3,Right,190,83,0,0,0,0.0,0.0
Tyron Owusu,51,64,57,37,30,44,28,32,40,50,41,39,61,54,33,50,59,61,55,49,37,54,53,48,51,59,57,51,56,58,Mediocampista,3,Right,183,77,0,0,0,0.0,0.0
Park Sang Hyeon,51,65,59,25,18,31,21,23,29,32,26,25,27,24,22,26,44,46,47,33,44,50,48,50,51,53,63,61,73,47,Defensor,3,Right,192,83,0,0,0,0.0,0.0
Malik Pinto,51,63,52,45,39,42,36,38,50,49,48,37,57,51,38,50,61,61,52,53,48,50,49,48,52,53,54,50,59,56,Mediocampista,2,Right,180,77,0,0,0,0.0,0.0
Julian Placias,51,50,54,54,51,49,47,49,60,47,24,27,45,30,28,48,45,51,42,47,43,16,63,18,18,20,64,61,66,53,Delantero,3,Right,188,80,0,0,0,0.0,0.0
Nelson Prenner,51,67,69,53,31,56,33,37,45,51,35,39,59,53,35,50,51,63,49,47,46,39,44,40,45,51,50,62,57,54,Mediocampista,3,Right,181,76,0,0,0,0.0,0.0
Lalthuammawia Ralte,51,23,26,6,5,38,9,5,10,34,13,10,20,18,13,13,30,48,42,19,39,6,13,9,13,12,32,21,35,20,Arquero,1,Right,176,75,50,50,51,51.0,53.0
Max Ross,51,56,56,24,23,38,26,24,38,33,31,31,38,30,22,30,43,76,49,36,45,53,51,51,52,53,53,61,55,50,Defensor,3,Right,178,60,0,0,0,0.0,0.0
Lalhrezuala Sailung,51,57,59,39,28,43,32,34,43,36,41,37,54,52,40,43,51,69,50,44,39,48,42,46,50,48,50,57,65,60,Defensor,3,Right,176,67,0,0,0,0.0,0.0
Mohammed Sanan,51,64,65,52,62,57,52,45,47,42,44,39,45,42,52,54,61,53,40,54,43,18,44,15,26,28,36,52,44,34,Mediocampista,3,Right,169,62,0,0,0,0.0,0.0
Nelson Sanca,51,63,61,25,19,38,23,29,36,31,29,29,35,27,23,29,47,56,46,31,42,48,47,50,50,48,62,61,73,64,Defensor,2,Right,185,78,0,0,0,0.0,0.0
Cenk Şen,51,69,65,51,45,59,47,48,65,54,61,44,53,55,48,68,56,76,40,58,48,40,43,39,41,42,42,51,47,37,Defensor,2,Left,170,70,0,0,0,0.0,0.0
Dinesh Singh,51,51,61,29,18,30,21,27,33,35,39,27,36,31,22,34,41,47,44,39,43,47,49,50,49,45,68,61,73,62,Defensor,5,Right,180,76,0,0,0,0.0,0.0
Ranjeet Singh Pandre,51,61,71,44,52,51,50,43,53,46,25,44,38,36,35,50,57,60,51,49,45,14,50,12,18,10,56,55,59,29,Delantero,3,Right,178,74,0,0,0,0.0,0.0
Lucas Dantas,51,64,60,49,32,51,44,45,41,42,46,46,60,62,44,46,55,51,52,47,40,46,47,37,41,46,50,63,54,54,Mediocampista,3,Right,175,68,0,0,0,0.0,0.0
Kimani Stewart-Baynes,51,71,72,46,54,50,42,32,60,40,42,32,40,25,39,54,51,75,52,46,40,16,44,15,17,16,49,55,51,27,Delantero,3,Right,175,73,0,0,0,0.0,0.0
Fabian Talladira,51,66,62,46,40,49,43,36,43,49,42,40,56,51,45,51,71,67,48,52,47,46,36,42,47,46,39,58,48,55,Mediocampista,3,Left,176,70,0,0,0,0.0,0.0
Adam Vendelbo,51,61,66,47,55,51,47,41,56,48,30,26,42,37,40,52,50,69,52,47,47,15,44,17,12,18,44,43,52,46,Delantero,3,Right,178,73,0,0,0,0.0,0.0
