Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Mohammed Zayed Al-Ghamdi,178,75,Defensor,60,Right,4,45,35,51,55,34,47,44,27,53,48,71,76,62,50,64,36,79,78,72,29,56,63,34,41,33,49,55,55,53,12,6,8,7.0,11.0
Wilmer Odefalk,177,70,Delantero,60,Right,3,53,57,49,59,49,60,45,40,56,62,68,67,66,56,76,58,53,67,53,56,58,58,59,60,44,59,46,55,52,14,5,6,14.0,14.0
Vinícius Nogueira de Oliveira,180,72,Defensor,60,Left,2,55,47,47,58,39,56,50,36,52,59,72,71,65,60,67,52,64,69,68,45,54,54,56,53,35,55,52,54,53,6,11,7,6.0,12.0
Matías Nahuel González,174,62,Mediocampista,60,Right,3,51,46,38,66,45,65,50,48,64,61,68,60,70,59,82,55,46,36,36,47,43,53,58,56,40,57,46,52,53,7,9,13,6.0,13.0
Jonas Olsson,188,84,Arquero,60,Right,3,11,10,13,26,15,14,12,13,30,20,15,29,33,52,36,44,51,21,64,11,26,16,11,54,19,40,13,13,10,60,59,58,60.0,61.0
Harry James Burgoyne,193,80,Arquero,60,Right,2,20,15,20,27,20,14,19,18,26,20,32,37,40,53,38,45,44,20,44,14,17,11,8,43,20,45,18,19,20,61,60,60,59.0,61.0
Christopher Francis Merrie,176,70,Mediocampista,60,Left,3,49,51,47,61,46,57,52,49,60,60,65,64,58,60,72,55,59,70,65,56,64,61,57,60,50,59,58,60,57,12,10,13,15.0,11.0
서종민 Jong-min Seo,182,73,Mediocampista,60,Left,4,46,45,44,61,42,65,52,49,55,63,71,75,77,56,76,57,56,55,59,44,48,41,58,60,45,45,32,37,47,9,7,14,9.0,9.0
Juan Esteban Avalo Trejos,175,72,Mediocampista,60,Right,3,48,60,44,61,44,60,53,52,60,58,61,62,62,58,71,57,53,61,63,63,52,49,51,65,51,57,48,65,60,8,13,11,5.0,6.0
Gary Woods,183,78,Arquero,60,Right,2,21,12,11,22,11,13,11,24,23,22,50,49,62,55,61,46,59,43,59,12,21,22,16,32,20,43,16,11,11,61,58,61,58.0,62.0
Tarek Buchmann,188,79,Defensor,60,Right,3,25,22,55,50,31,36,34,30,46,41,55,59,50,57,40,47,69,57,77,22,53,57,25,37,43,57,59,67,60,12,9,12,9.0,6.0
Ali Emre Yanar,190,80,Arquero,60,Right,3,14,5,12,22,9,7,14,12,18,10,27,20,27,51,23,42,51,21,59,5,25,11,8,27,19,21,9,11,13,65,58,56,59.0,58.0
Antonin Cartillier,176,65,Defensor,60,Left,3,58,46,52,60,44,59,54,43,49,60,74,68,69,56,76,55,59,56,51,42,58,55,52,54,49,60,54,58,56,7,14,9,15.0,11.0
Ahmad Ali Saleem Al Rehaili Al Harbi,189,85,Arquero,60,Right,3,19,14,17,25,11,19,12,12,23,16,39,39,35,58,34,41,64,33,73,14,18,18,10,31,18,45,17,19,11,62,58,54,59.0,57.0
Matías Palavecino,180,74,Mediocampista,60,Right,2,55,52,47,61,51,62,54,48,58,64,67,66,65,55,66,55,55,63,55,49,40,37,57,61,47,60,40,51,48,14,8,14,8.0,9.0
Marcel Łubik,190,82,Arquero,60,Left,3,9,6,14,39,14,11,13,21,29,31,61,64,33,51,39,44,63,39,56,9,31,18,7,42,21,31,13,23,21,61,59,58,60.0,61.0
Antonio Pina Paya,180,78,Arquero,60,Right,2,12,8,10,18,9,14,12,14,19,11,18,30,61,39,46,47,35,38,40,6,25,12,5,28,13,27,5,12,13,61,60,62,61.0,63.0
Teddy Bartouche-Selbonne,178,70,Arquero,60,Right,2,14,7,15,20,5,5,13,11,19,17,19,38,37,40,46,44,45,30,51,5,19,12,5,33,15,23,11,11,13,64,59,58,56.0,65.0
Nemanja Bosančić,180,75,Mediocampista,60,Right,2,41,51,31,59,46,62,63,48,64,67,66,60,67,64,72,53,44,68,53,49,41,31,53,59,63,57,41,59,58,12,8,7,14.0,9.0
Samba Diallo,168,64,Mediocampista,60,Right,3,57,56,34,60,35,64,40,39,51,61,70,67,65,45,88,51,50,59,58,37,32,15,54,55,54,44,21,22,26,11,13,8,8.0,12.0
Andreas Smed,182,73,Delantero,60,Right,2,51,57,38,52,47,67,36,36,37,66,71,69,59,57,67,64,54,50,59,46,33,21,54,56,44,48,15,23,24,14,14,6,7.0,6.0
Christopher Martin Thomas Stokes,184,83,Defensor,60,Left,3,56,22,60,55,30,50,42,38,50,52,34,49,58,56,43,56,62,49,75,48,67,58,44,53,36,58,60,59,58,10,14,13,15.0,9.0
侯森 Hou Sen,191,85,Arquero,60,Right,1,20,12,24,26,15,28,25,24,42,33,37,51,56,57,56,41,57,28,57,12,29,25,14,50,15,49,16,12,13,59,58,55,61.0,60.0
Ivar Jenner,187,73,Mediocampista,60,Right,3,47,48,55,64,42,61,51,45,63,62,69,70,66,59,68,54,63,60,58,55,54,56,50,61,44,55,53,60,62,6,13,12,10.0,14.0
Yvan Ikia Dimi,180,70,Delantero,60,Left,2,59,62,29,43,52,65,57,42,32,66,78,76,72,49,71,62,42,38,41,57,25,18,44,49,53,41,16,19,22,9,13,12,14.0,13.0
Ali-Eren Ersungur,185,75,Mediocampista,60,Right,3,58,57,57,63,54,64,55,56,59,63,64,68,62,56,64,60,62,62,59,48,44,28,52,62,62,56,33,38,35,10,13,5,14.0,14.0
José Henrique Venancio Camargo,199,86,Arquero,60,Right,2,12,6,12,25,9,7,12,12,27,11,27,19,22,42,60,45,56,22,68,5,20,5,7,33,14,25,8,12,11,62,63,60,60.0,62.0
Denys Ignatenko,191,85,Arquero,60,Right,2,13,7,14,26,9,6,10,13,23,14,20,33,25,58,28,45,51,24,60,8,24,8,7,27,11,30,8,13,13,55,57,60,62.0,61.0
Timon Obermeier,186,84,Defensor,60,Right,3,29,18,56,49,26,38,26,25,37,52,66,64,54,49,55,42,67,65,68,16,63,57,27,48,39,55,59,63,61,11,5,8,12.0,5.0
韩承奎 Seung-Gyu Han,173,65,Mediocampista,60,Right,3,57,53,45,61,42,62,63,57,57,67,69,75,84,65,65,61,55,68,55,59,61,48,58,63,47,61,57,39,38,5,7,6,13.0,8.0
Tom Grivosti,187,72,Defensor,60,Right,3,25,34,60,55,24,42,49,26,53,46,59,60,38,56,62,51,71,64,74,50,62,57,23,37,30,59,56,63,58,6,13,6,12.0,14.0
Kerem Şen,177,70,Mediocampista,60,Right,3,50,45,60,66,42,63,57,48,63,70,70,62,75,49,72,64,51,52,33,51,62,49,50,67,45,68,48,50,48,14,9,14,15.0,15.0
Adam Devine,184,70,Defensor,60,Right,3,60,43,42,59,43,63,52,31,41,60,64,68,67,55,57,49,50,73,56,39,57,53,49,51,35,49,51,58,55,8,11,10,5.0,9.0
Brandon Neil Haunstrup,172,74,Defensor,60,Left,2,60,32,53,55,28,58,60,48,53,57,72,73,83,54,72,29,69,61,54,39,48,54,57,53,42,53,55,57,56,10,13,11,12.0,13.0
Sang-Hyeok Park,185,75,Delantero,60,Right,3,31,60,61,54,57,57,48,34,47,62,67,63,61,53,62,58,71,58,70,49,62,12,66,40,60,55,14,18,15,11,10,9,8.0,15.0
Yann Lienard,194,80,Arquero,60,Right,3,9,7,12,30,4,6,34,18,21,13,23,22,33,45,26,45,54,27,66,8,21,7,3,31,11,36,4,13,11,59,61,60,63.0,61.0
Marc Fred Tsoungui,182,80,Defensor,60,Left,3,63,32,55,62,26,62,62,28,54,59,70,69,65,57,56,33,71,50,73,31,60,60,44,46,31,52,57,54,53,5,10,14,7.0,10.0
Tommi Jyry,170,65,Mediocampista,60,Right,3,58,60,45,63,45,64,42,48,62,62,60,62,58,50,74,55,49,68,50,50,58,58,55,64,45,50,52,52,50,9,13,15,10.0,14.0
Teodoro Castrofeito,177,72,Delantero,60,Right,3,46,62,54,52,56,68,48,42,39,66,76,78,71,54,64,62,68,58,60,51,46,24,52,54,70,56,26,30,29,69,41,71,49.0,40.0
Benjamin Mbunga-Kimpioka,183,75,Delantero,60,Right,3,54,62,59,56,50,54,44,42,48,56,87,85,80,50,72,60,85,61,76,54,65,21,54,50,57,51,29,25,27,8,12,7,15.0,9.0
Zane Monlouis,185,75,Defensor,60,Right,3,35,26,54,53,30,50,36,29,43,40,55,61,52,52,58,48,61,61,70,22,50,63,24,39,43,49,56,68,67,7,5,10,11.0,5.0
Tobias Knoflach,183,82,Arquero,60,Right,3,13,20,21,29,18,17,19,13,19,18,46,48,45,53,56,41,65,33,70,19,24,20,14,13,25,23,17,17,19,61,60,55,57.0,64.0
Christian Damián Moreno,187,75,Defensor,60,Right,3,24,22,69,54,23,32,24,25,40,41,48,61,54,53,56,58,64,61,63,30,60,62,32,30,28,54,50,66,59,6,6,6,13.0,15.0
Mason Burstow,187,85,Delantero,60,Right,3,31,59,58,52,52,56,33,31,33,58,72,76,57,58,55,62,77,55,76,51,40,16,60,48,55,54,17,18,11,14,8,10,10.0,7.0
José Nicolás Amasifuen de Paz,174,77,Defensor,60,Left,3,31,19,58,48,33,35,30,24,45,48,63,63,55,55,76,32,62,60,59,23,62,60,33,38,38,40,62,64,62,15,15,11,9.0,14.0
Carlos Miguel Paraco González,175,67,Delantero,60,Right,3,56,54,30,59,53,66,45,36,48,64,73,69,67,57,76,52,40,53,43,39,27,21,54,51,53,42,39,24,21,12,8,7,15.0,12.0
Mert Kömür,183,77,Mediocampista,60,Right,4,50,54,47,64,51,69,63,53,61,69,58,61,50,60,71,61,46,41,49,53,48,26,43,54,61,61,43,35,42,11,7,12,5.0,14.0
Javier Domínguez Arribas,195,83,Defensor,60,Right,3,22,23,59,45,31,22,30,25,27,43,58,58,50,58,43,34,68,65,73,20,56,61,23,35,33,45,60,65,58,9,9,13,10.0,10.0
Haitham Mohammed Asiri,173,65,Mediocampista,60,Right,2,51,58,56,54,41,64,45,33,49,56,78,81,67,53,71,51,71,63,60,46,73,17,57,49,41,42,21,22,22,7,11,9,12.0,9.0
Alex Gilbert,183,64,Mediocampista,60,Right,2,56,62,43,55,53,61,55,42,44,62,67,66,70,52,67,67,51,50,55,56,54,22,62,57,50,49,24,28,28,5,8,12,6.0,9.0
Adam Smith,188,83,Arquero,60,Right,2,14,12,19,33,12,16,18,19,34,22,24,20,38,58,32,44,35,29,25,17,14,16,11,39,23,44,15,16,14,60,56,59,60.0,61.0
Aldair Edgardo Peña Torres,180,75,Arquero,60,Right,2,12,7,14,17,5,6,12,13,15,12,24,18,31,58,39,41,46,26,51,8,11,8,5,21,12,19,9,10,12,61,63,55,55.0,58.0
Juan Larios López,170,68,Defensor,60,Left,3,60,39,49,57,35,60,43,37,32,59,79,67,68,54,83,28,56,54,47,33,55,53,56,45,38,41,55,59,54,11,7,10,10.0,12.0
Cristhoper Douglas Zambrano Méndez,184,73,Delantero,60,Right,2,49,60,60,52,57,60,48,34,40,61,69,67,63,58,65,59,68,67,61,55,44,20,58,49,62,59,22,26,25,13,7,8,11.0,8.0
Diogo Pinheiro Monteiro,184,73,Defensor,60,Right,3,39,19,58,65,29,56,28,28,59,61,62,60,52,45,58,35,65,58,65,18,65,60,24,45,34,62,58,61,57,12,10,9,13.0,6.0
Adrián Corral Alciturri,183,76,Defensor,60,Left,3,48,33,51,54,34,55,41,37,49,54,73,76,72,55,64,50,65,64,61,35,62,61,51,48,45,45,53,56,58,9,7,12,13.0,9.0
Ben Westermeier,180,75,Mediocampista,60,Right,3,59,34,49,69,33,48,35,41,63,69,67,68,70,58,54,49,61,69,68,39,54,49,44,63,44,59,41,50,51,13,6,13,8.0,13.0
Tomas Lían Romero Keubler,185,79,Arquero,60,Right,2,10,7,13,29,7,5,12,13,34,19,28,28,38,53,49,45,51,23,55,6,17,13,7,39,17,26,5,12,11,63,59,60,59.0,60.0
Ben Bobzien,174,70,Delantero,60,Right,3,52,58,43,58,53,70,52,49,50,64,66,60,78,56,74,59,40,48,44,54,43,25,58,57,53,54,26,28,30,14,15,14,9.0,8.0
Chris Donovan,183,74,Delantero,60,Right,2,35,62,60,49,49,58,49,34,48,59,64,66,59,61,59,61,65,59,59,49,62,29,60,47,54,57,31,35,30,6,7,12,11.0,8.0
Juan Manuel Romero Báez,179,67,Delantero,60,Right,3,40,65,65,54,45,57,43,47,43,59,63,62,58,46,71,55,68,58,63,57,45,19,63,46,61,54,16,24,20,5,8,5,7.0,5.0
Sondre Klingen Langås,187,84,Defensor,60,Right,3,55,20,55,56,22,57,52,29,51,58,75,77,65,54,55,39,75,69,74,40,56,55,28,27,35,52,55,64,62,13,9,5,6.0,14.0
Samuel Amo-Ameyaw,166,61,Delantero,60,Left,3,55,54,44,55,43,64,59,46,48,61,78,76,81,55,84,58,45,59,37,52,36,26,54,52,51,59,23,28,26,9,8,9,11.0,6.0
Santiago Andrés Natera Maradey,175,62,Mediocampista,60,Right,3,45,55,50,67,45,57,49,42,62,65,75,78,59,60,80,53,52,69,44,54,69,52,62,50,49,60,45,54,52,11,5,5,8.0,14.0
Lewis Macarai,183,82,Defensor,60,Right,3,66,20,57,52,27,52,58,27,50,50,65,67,55,57,51,48,75,52,67,45,56,59,61,48,37,41,59,61,59,15,13,9,6.0,6.0
Patrick Jones,180,70,Mediocampista,60,Right,3,53,54,35,51,40,65,44,38,47,63,89,90,63,48,68,59,54,51,48,43,38,20,49,50,54,52,30,31,33,15,9,14,8.0,9.0
Ramzi Ferjani,191,83,Defensor,60,Right,3,37,24,52,60,22,33,22,22,57,41,61,54,52,64,48,42,69,59,80,19,56,58,35,40,43,52,57,63,61,7,6,13,11.0,14.0
Fahad Khalid Al Abdulrazzaq,170,66,Defensor,60,Right,3,53,35,43,57,25,55,54,34,54,53,75,73,63,52,49,33,56,60,56,28,49,52,48,49,39,43,53,59,61,13,6,7,11.0,8.0
Tomasio Guercio,186,75,Defensor,60,Right,2,57,54,64,53,34,61,48,58,49,60,59,61,56,58,57,56,63,59,57,45,63,63,32,63,41,58,61,59,60,14,7,7,6.0,13.0
Ross Tierney,170,66,Mediocampista,60,Right,4,53,58,44,63,46,55,51,47,54,63,73,74,72,59,70,52,53,77,54,52,66,61,58,55,55,54,48,59,47,7,11,9,12.0,8.0
Erick Lenin Zúñiga Medina,178,71,Mediocampista,60,Right,2,46,42,64,61,39,60,49,43,67,64,74,73,65,57,73,55,71,60,59,58,51,66,57,54,42,50,42,60,53,9,14,10,13.0,10.0
Bi Abdoul Kader Yameogo,180,70,Defensor,60,Right,2,28,21,46,51,23,27,23,29,40,54,67,65,40,56,68,40,56,55,58,22,64,64,23,34,37,45,62,65,64,10,9,14,12.0,5.0
Huseyin Biler,176,71,Defensor,60,Right,4,53,23,40,54,22,60,47,34,48,56,78,78,78,51,73,37,58,70,58,29,52,55,46,45,33,48,56,59,55,14,12,14,15.0,10.0
Kegs Chauke,177,65,Mediocampista,60,Right,3,47,48,46,63,52,63,54,50,60,61,75,70,73,58,75,59,60,69,59,53,62,55,58,58,55,56,53,59,55,15,5,6,9.0,8.0
Gianni Cagua,192,77,Delantero,60,Right,2,30,66,71,48,58,62,30,30,40,60,58,60,50,49,42,63,73,59,65,52,44,17,53,40,67,58,20,20,23,11,14,11,13.0,9.0
Jalen Aleix Miller Blesa,187,71,Delantero,60,Right,2,44,64,59,54,47,61,46,30,41,62,76,71,64,59,55,61,62,62,47,53,52,11,52,47,57,45,19,16,12,13,14,9,5.0,15.0
Leonardo José Pérez Córdova,192,81,Defensor,60,Right,3,39,29,55,52,27,28,29,26,39,36,61,67,49,63,52,39,69,60,75,22,57,60,29,37,34,41,52,64,62,11,11,10,11.0,7.0
Piero Andrés Guzmán Arrobo,171,66,Mediocampista,60,Left,2,54,42,40,66,39,65,41,64,61,67,70,66,64,50,80,53,39,60,40,49,55,40,60,54,49,64,33,42,39,7,9,9,8.0,9.0
Rafael Ferrario,186,83,Arquero,60,Right,2,15,8,15,19,8,13,13,15,20,20,16,30,24,56,40,45,41,21,46,10,26,7,9,40,18,37,10,10,12,59,57,60,58.0,62.0
Tom Meynadier,176,68,Defensor,60,Right,3,58,38,50,54,33,55,63,38,51,58,76,74,64,48,65,57,67,80,60,42,61,51,47,42,45,52,49,58,53,15,13,6,14.0,9.0
John Anthony James O'Sullivan,181,83,Mediocampista,60,Right,3,51,56,55,58,51,59,55,56,53,60,68,68,65,58,42,63,66,63,66,57,68,55,61,60,55,62,52,54,52,11,12,11,9.0,10.0
Florentin Lucien Jean Bloch,191,87,Arquero,60,Left,3,13,7,10,21,6,14,13,11,16,17,30,22,40,55,29,44,55,21,65,7,19,13,7,34,10,28,9,14,13,60,62,58,57.0,57.0
Abat Aymbetov,184,71,Delantero,60,Right,3,33,70,66,47,52,54,41,41,37,58,56,53,59,58,59,68,51,58,40,65,31,16,58,48,73,51,18,20,22,6,13,8,8.0,10.0
Shaun MacDonald,187,85,Arquero,60,Right,3,12,8,11,33,9,11,11,12,38,19,53,55,37,54,48,44,56,27,54,8,20,8,5,36,15,24,5,12,10,58,59,59,61.0,60.0
Pietro Comuzzo,183,75,Defensor,60,Right,2,30,26,60,42,24,28,30,20,38,36,54,52,48,54,54,38,62,54,60,22,66,60,26,44,24,50,62,68,64,14,8,15,7.0,6.0
Jacob Tratt,190,85,Defensor,60,Right,2,55,39,58,55,29,48,39,33,49,51,48,56,60,54,47,54,69,74,81,32,73,58,54,45,36,51,57,55,54,15,15,9,10.0,12.0
Jeakson Singh Thaunaojam,189,81,Mediocampista,60,Right,3,43,31,59,59,31,55,37,40,57,60,61,64,65,48,48,51,70,75,75,39,63,57,45,44,41,47,57,61,58,5,9,6,14.0,6.0
Gabriel Haider,187,78,Defensor,60,Right,2,30,31,62,49,28,39,28,28,45,45,55,53,62,53,68,44,66,66,66,30,68,54,25,32,29,42,56,65,64,12,10,12,7.0,6.0
Marian Danciu,175,68,Mediocampista,60,Right,2,53,49,28,63,35,66,41,26,52,62,79,70,74,56,42,39,38,77,29,37,46,21,58,59,35,57,28,34,31,10,5,14,11.0,8.0
Abdullah Al Jadani,180,79,Arquero,60,Right,3,14,16,15,33,19,15,18,15,28,18,51,50,47,50,67,43,53,27,49,14,35,18,13,48,22,49,14,16,15,64,57,57,59.0,63.0
Ebenezer Akinsanmiro,184,77,Mediocampista,60,Right,3,54,50,46,61,51,71,63,48,62,70,56,68,56,55,58,65,54,45,60,49,43,29,47,56,62,63,41,43,45,7,14,6,7.0,12.0
Daniel Aguirre,175,64,Mediocampista,60,Right,2,49,41,41,66,36,63,44,40,61,64,68,60,63,58,79,52,47,61,51,41,65,53,54,59,43,57,51,56,51,9,7,14,13.0,6.0
Emmanuel Adegboyega,191,81,Defensor,60,Right,2,29,21,62,47,27,28,30,46,52,44,64,57,34,52,39,46,73,58,74,29,57,62,23,31,38,49,60,62,57,6,13,7,13.0,12.0
Aaron Sky Schwarz,180,82,Delantero,60,Left,3,55,57,49,61,48,64,54,52,54,62,70,72,62,49,57,57,65,55,72,57,43,25,50,54,56,49,23,32,27,6,10,13,13.0,8.0
Thiago Yossen,182,78,Defensor,60,Right,4,48,24,64,43,35,29,27,34,41,35,60,60,53,49,64,48,68,60,65,21,55,58,38,36,49,44,63,68,64,8,10,14,6.0,13.0
Tomi Jurić,191,85,Delantero,60,Right,4,49,61,57,54,59,58,45,57,50,57,51,68,52,58,54,63,70,46,81,59,62,37,61,52,71,62,36,38,36,11,9,14,8.0,14.0
Marlon Roberto dos Santos Bibiano,184,75,Delantero,60,Left,3,59,58,41,56,56,63,52,45,51,62,70,73,65,52,62,56,55,41,62,48,31,22,56,59,67,54,26,28,28,8,15,6,10.0,11.0
Ángel Troncho Beltrán,180,75,Mediocampista,60,Left,4,60,58,48,60,67,62,57,48,49,65,67,72,52,45,67,68,56,54,57,49,38,24,56,52,65,55,23,34,33,8,8,8,8.0,9.0
Mansour Ouro-Tagba,190,72,Delantero,60,Right,3,39,57,55,55,36,64,33,30,49,63,79,82,69,67,69,47,77,59,72,44,67,29,57,42,58,49,31,27,26,6,7,8,5.0,6.0
Diego Otoya,189,72,Delantero,60,Right,2,23,61,64,48,52,49,27,30,35,59,62,61,52,59,52,61,70,60,70,54,45,18,64,50,57,48,15,26,15,6,5,10,6.0,14.0
Alfie Dorrington,192,78,Defensor,60,Right,3,39,23,58,59,26,45,40,28,58,54,59,68,50,55,45,44,68,50,71,24,60,56,52,53,33,59,57,60,57,7,15,14,8.0,7.0
Connor Oliver Wood,173,75,Defensor,60,Left,2,57,44,48,52,34,57,52,46,46,54,73,77,82,54,80,60,63,74,62,55,60,54,56,56,51,56,52,55,53,9,15,7,15.0,14.0
Burak Öğür,189,82,Arquero,60,Left,2,11,5,14,27,5,5,13,14,15,18,21,26,35,55,36,44,52,23,61,6,22,9,7,23,14,33,5,14,14,62,60,58,61.0,55.0
Lewis Jamieson,169,70,Delantero,60,Right,3,40,58,67,53,48,55,56,40,35,60,64,61,52,65,72,61,63,63,54,64,32,35,57,48,55,51,28,14,17,9,9,14,9.0,5.0
Ezequiel Naya,191,92,Delantero,60,Right,3,36,66,70,56,47,56,32,32,32,60,50,51,54,49,34,59,74,55,80,55,57,23,56,52,63,53,26,29,28,8,5,6,9.0,11.0
Matteo Bignetti,190,76,Arquero,60,Right,3,11,8,12,31,9,10,14,15,28,17,45,43,52,53,50,41,59,28,61,11,27,15,6,30,18,32,8,11,14,62,59,55,56.0,62.0
Darren Yapi,185,79,Delantero,60,Right,4,45,61,56,53,38,64,31,30,30,65,68,78,59,55,55,55,67,51,67,45,24,17,58,42,55,42,18,20,19,7,11,6,14.0,11.0
Gustavo Ángel Lescano,187,75,Arquero,60,Right,1,11,9,14,24,5,14,11,13,24,17,22,15,28,40,36,44,54,30,67,9,27,7,8,43,14,26,9,13,11,65,62,59,56.0,61.0
Nicholas Peter Townsend,181,80,Arquero,60,Right,2,15,15,17,40,14,15,20,16,49,27,47,49,50,55,50,42,63,29,68,20,20,16,7,48,30,26,21,20,19,59,59,56,59.0,61.0
Lorenzo Amatucci,172,71,Mediocampista,60,Right,3,44,42,52,67,33,62,45,44,64,61,61,57,59,58,64,57,50,55,46,45,67,55,48,60,49,43,51,59,56,11,11,11,9.0,6.0
Rayed Abdullah Al-Ghamdi,176,77,Delantero,60,Right,3,49,57,53,65,58,63,41,41,58,60,75,74,71,53,58,61,67,60,64,61,59,48,60,52,44,53,21,41,45,10,15,9,9.0,9.0
Ayman Arguigue Safsafi,182,71,Delantero,60,Right,3,35,62,67,52,49,59,34,29,45,58,64,62,66,55,64,60,66,61,58,50,56,24,60,56,69,59,30,29,23,14,8,6,7.0,7.0
Håkon Røsten,192,82,Defensor,60,Right,3,32,29,58,54,31,40,31,28,48,51,53,58,44,58,40,48,66,52,73,27,56,59,35,37,38,48,59,60,56,15,13,15,7.0,7.0
Thorben-Johannes Deters,172,62,Mediocampista,60,Right,2,52,29,47,63,33,65,40,30,62,63,67,68,85,58,78,49,55,78,56,40,57,52,57,60,42,47,55,44,43,15,8,10,13.0,8.0
Yeong-Eun Choi,189,78,Arquero,60,Right,2,11,6,14,22,8,10,10,13,20,14,21,16,24,52,39,38,53,24,63,6,16,7,6,27,12,32,7,13,14,60,58,51,58.0,66.0
전세진 Se-Jin Jeon,181,69,Delantero,60,Right,4,52,53,42,56,57,65,56,58,45,54,79,78,76,60,64,59,58,53,58,56,39,38,58,54,58,53,32,29,26,6,7,13,8.0,13.0
Alexandre Pierre,190,83,Arquero,60,Right,3,9,7,7,38,6,7,19,11,27,18,14,27,38,56,34,47,45,34,57,6,21,5,5,21,19,39,7,11,12,60,58,62,58.0,60.0
Shane McEleney,192,98,Defensor,60,Right,3,35,27,59,53,23,42,33,34,45,55,31,32,30,53,31,54,63,77,80,24,73,56,41,48,33,60,58,60,52,12,9,10,14.0,12.0
Callum Marshall,172,70,Delantero,60,Left,3,39,63,57,49,55,57,49,34,37,57,74,72,73,58,79,60,60,55,49,59,55,16,60,51,67,56,17,23,27,5,11,12,10.0,10.0
Gonçalo Teixeira Nogueira,180,73,Mediocampista,60,Right,3,50,40,57,69,45,62,49,39,62,63,69,63,59,58,66,59,65,68,60,48,53,55,53,53,42,54,54,64,62,12,11,14,7.0,7.0
Gísli Eyjólfsson,180,77,Mediocampista,60,Right,3,39,52,54,63,30,60,38,49,60,62,62,65,59,60,64,52,61,62,61,51,58,51,61,59,52,59,44,57,55,15,13,11,6.0,10.0
Evan Michael Louro,191,104,Arquero,60,Right,2,12,15,13,20,16,11,14,15,21,17,34,36,44,46,33,47,64,36,78,16,16,21,13,46,15,44,20,12,10,59,59,62,63.0,59.0
Corey Allan Ross Whelan,185,75,Defensor,60,Right,3,53,34,58,52,31,56,34,37,48,57,72,71,56,54,67,35,75,70,73,32,57,56,47,36,52,54,57,61,59,12,9,10,8.0,13.0
Mohammed Al Shuwayrikh,182,81,Defensor,60,Right,3,39,26,58,54,25,49,27,26,47,53,62,60,54,58,65,34,78,60,72,29,52,56,37,48,40,47,60,61,59,8,10,10,7.0,9.0
Álvaro Killane Giardini,186,78,Arquero,60,Right,3,12,10,12,16,9,13,13,15,26,16,18,25,33,51,32,42,37,25,43,11,25,13,10,27,14,22,10,15,13,60,67,56,55.0,61.0
Matias Antonini Lui,191,80,Mediocampista,60,Right,3,54,61,66,68,56,65,57,56,67,64,63,65,65,60,60,64,70,64,66,43,45,29,53,60,60,64,57,54,57,13,6,9,13.0,15.0
Kristian Šekularac,185,74,Mediocampista,60,Right,3,52,58,42,58,50,64,56,51,54,68,62,66,61,54,59,57,43,47,49,50,53,31,55,59,45,58,34,37,34,12,6,12,7.0,12.0
Markus Karlsson,187,80,Defensor,60,Right,3,52,24,65,52,23,35,38,35,51,39,70,63,48,55,57,33,70,57,60,23,64,60,38,40,38,47,57,64,62,10,13,7,14.0,11.0
Hugo Álvarez Antúnez,183,72,Mediocampista,60,Right,3,55,54,48,61,48,59,47,39,63,57,63,63,64,63,60,55,51,50,52,52,44,60,57,64,43,57,44,58,49,10,9,14,8.0,8.0
Bernardo Caltabiano Parise Fontes,196,92,Arquero,60,Left,2,10,8,10,29,8,9,10,11,27,21,42,43,39,41,26,47,60,26,70,9,23,11,7,58,17,37,7,12,14,59,61,62,61.0,64.0
Niccolò Pisilli,180,75,Mediocampista,60,Right,3,55,54,55,70,48,60,50,56,64,61,63,60,52,61,65,68,57,59,51,54,69,43,58,53,50,50,47,52,57,7,6,10,15.0,9.0
Valdemiro Pinto Domingos,184,78,Delantero,60,Left,3,41,60,60,51,59,57,47,32,37,59,63,64,58,58,59,69,72,53,73,43,30,12,58,50,61,52,15,20,18,5,14,7,14.0,7.0
Fabio Torsiello,178,73,Delantero,60,Right,3,31,64,55,53,51,65,36,35,38,62,61,67,67,56,67,64,54,51,49,59,43,18,62,44,48,49,25,21,13,15,8,11,10.0,7.0
Axel Atum,176,65,Mediocampista,60,Left,2,58,52,41,60,49,62,46,44,51,64,71,69,65,51,71,58,43,59,44,45,52,45,52,53,63,50,50,45,41,7,7,14,11.0,9.0
Rafael da Silva Pontelo,191,78,Defensor,60,Left,2,39,20,63,45,27,35,23,19,41,60,61,55,48,52,47,45,72,65,72,24,49,54,54,26,44,42,55,69,62,12,13,9,12.0,14.0
Aleksander Buksa,188,73,Delantero,60,Left,3,42,61,56,52,54,59,57,35,38,61,71,50,64,64,57,64,68,66,61,57,26,21,58,52,51,52,19,19,13,10,14,5,15.0,8.0
